Date,High,Low,Open,Close,Volume,Adj Close
2017-05-22,154.5800018310547,152.91000366210938,154.0,153.99000549316406,22966400.0,149.35935974121094
2017-05-23,154.89999389648438,153.30999755859375,154.89999389648438,153.8000030517578,19918900.0,149.17507934570312
2017-05-24,154.1699981689453,152.6699981689453,153.83999633789062,153.33999633789062,19178000.0,148.7288818359375
2017-05-25,154.35000610351562,153.02999877929688,153.72999572753906,153.8699951171875,19235600.0,149.24295043945312
2017-05-26,154.24000549316406,153.30999755859375,154.0,153.61000061035156,21927600.0,148.9907684326172
2017-05-30,154.42999267578125,153.3300018310547,153.4199981689453,153.6699981689453,20126900.0,149.04896545410156
2017-05-31,154.1699981689453,152.3800048828125,153.97000122070312,152.75999450683594,24451200.0,148.1663360595703
2017-06-01,153.3300018310547,152.22000122070312,153.1699981689453,153.17999267578125,16404100.0,148.5736846923828
2017-06-02,155.4499969482422,152.88999938964844,153.5800018310547,155.4499969482422,27770700.0,150.7754364013672
2017-06-05,154.4499969482422,153.4600067138672,154.33999633789062,153.92999267578125,25331700.0,149.30111694335938
2017-06-06,155.80999755859375,153.77999877929688,153.89999389648438,154.4499969482422,26624900.0,149.80551147460938
2017-06-07,155.97999572753906,154.47999572753906,155.02000427246094,155.3699951171875,21069600.0,150.69786071777344
2017-06-08,155.5399932861328,154.39999389648438,155.25,154.99000549316406,21250800.0,150.3292694091797
2017-06-09,155.19000244140625,146.02000427246094,155.19000244140625,148.97999572753906,64882700.0,144.5
2017-06-12,146.08999633789062,142.50999450683594,145.74000549316406,145.4199981689453,72307300.0,141.0470428466797
2017-06-13,147.4499969482422,145.14999389648438,147.16000366210938,146.58999633789062,34165400.0,142.1818389892578
2017-06-14,147.5,143.83999633789062,147.5,145.16000366210938,31531200.0,140.7948760986328
2017-06-15,144.47999572753906,142.2100067138672,143.32000732421875,144.2899932861328,32165400.0,139.95101928710938
2017-06-16,144.5,142.1999969482422,143.77999877929688,142.27000427246094,50361100.0,137.99179077148438
2017-06-19,146.74000549316406,143.66000366210938,143.66000366210938,146.33999633789062,32541400.0,141.93939208984375
2017-06-20,146.8699951171875,144.94000244140625,146.8699951171875,145.00999450683594,24900100.0,140.64938354492188
2017-06-21,146.07000732421875,144.61000061035156,145.52000427246094,145.8699951171875,21265800.0,141.4835205078125
2017-06-22,146.6999969482422,145.1199951171875,145.77000427246094,145.6300048828125,19106300.0,141.25076293945312
2017-06-23,147.16000366210938,145.11000061035156,145.1300048828125,146.27999877929688,35439400.0,141.88121032714844
2017-06-26,148.27999877929688,145.3800048828125,147.1699981689453,145.82000732421875,25692400.0,141.43504333496094
2017-06-27,146.16000366210938,143.6199951171875,145.00999450683594,143.72999572753906,24761900.0,139.40786743164062
2017-06-28,146.11000061035156,143.16000366210938,144.49000549316406,145.8300018310547,22082400.0,141.44471740722656
2017-06-29,145.1300048828125,142.27999877929688,144.7100067138672,143.67999267578125,31499400.0,139.35935974121094
2017-06-30,144.9600067138672,143.77999877929688,144.4499969482422,144.02000427246094,23024100.0,139.68914794921875
2017-07-03,145.3000030517578,143.10000610351562,144.8800048828125,143.5,14277800.0,139.18479919433594
2017-07-05,144.7899932861328,142.72000122070312,143.69000244140625,144.08999633789062,21569600.0,139.75704956054688
2017-07-06,143.5,142.41000366210938,143.02000427246094,142.72999572753906,24128800.0,138.43795776367188
2017-07-07,144.75,142.89999389648438,142.89999389648438,144.17999267578125,19201700.0,139.84432983398438
2017-07-10,145.9499969482422,143.3699951171875,144.11000061035156,145.05999755859375,21090600.0,140.69789123535156
2017-07-11,145.85000610351562,144.3800048828125,144.72999572753906,145.52999877929688,19781800.0,141.15374755859375
2017-07-12,146.17999267578125,144.82000732421875,145.8699951171875,145.74000549316406,24884500.0,141.35745239257812
2017-07-13,148.49000549316406,145.44000244140625,145.5,147.77000427246094,25199400.0,143.3263702392578
2017-07-14,149.3300018310547,147.3300018310547,147.97000122070312,149.0399932861328,20132100.0,144.55819702148438
2017-07-17,150.89999389648438,148.57000732421875,148.82000732421875,149.55999755859375,23793500.0,145.06256103515625
2017-07-18,150.1300048828125,148.6699981689453,149.1999969482422,150.0800018310547,17868800.0,145.56692504882812
2017-07-19,151.4199981689453,149.9499969482422,150.47999572753906,151.02000427246094,20923000.0,146.4786834716797
2017-07-20,151.74000549316406,150.19000244140625,151.5,150.33999633789062,17243700.0,145.81907653808594
2017-07-21,150.44000244140625,148.8800048828125,149.99000549316406,150.27000427246094,26252600.0,145.75123596191406
2017-07-24,152.44000244140625,149.89999389648438,150.5800018310547,152.08999633789062,21493200.0,147.51649475097656
2017-07-25,153.83999633789062,151.8000030517578,151.8000030517578,152.74000549316406,18853900.0,148.14694213867188
2017-07-26,153.92999267578125,153.05999755859375,153.35000610351562,153.4600067138672,15781000.0,148.84530639648438
2017-07-27,153.99000549316406,147.3000030517578,153.75,150.55999755859375,32476300.0,146.03250122070312
2017-07-28,150.22999572753906,149.19000244140625,149.88999938964844,149.5,17213700.0,145.00437927246094
2017-07-31,150.3300018310547,148.1300048828125,149.89999389648438,148.72999572753906,19845900.0,144.25750732421875
2017-08-01,150.22000122070312,148.41000366210938,149.10000610351562,150.0500030517578,35368600.0,145.537841796875
2017-08-02,159.75,156.16000366210938,159.27999877929688,157.13999938964844,69936800.0,152.4146270751953
2017-08-03,157.2100067138672,155.02000427246094,157.0500030517578,155.57000732421875,27097300.0,150.89183044433594
2017-08-04,157.39999389648438,155.69000244140625,156.07000732421875,156.38999938964844,20559900.0,151.6871795654297
2017-08-07,158.9199981689453,156.6699981689453,157.05999755859375,158.80999755859375,21870300.0,154.03439331054688
2017-08-08,161.8300018310547,158.27000427246094,158.60000610351562,160.0800018310547,36205900.0,155.26620483398438
2017-08-09,161.27000427246094,159.11000061035156,159.25999450683594,161.05999755859375,26131500.0,156.21673583984375
2017-08-10,160.0,154.6300048828125,159.89999389648438,155.32000732421875,40804300.0,151.24095153808594
2017-08-11,158.57000732421875,156.07000732421875,156.60000610351562,157.47999572753906,26257100.0,153.34422302246094
2017-08-14,160.2100067138672,158.75,159.32000732421875,159.85000610351562,22122700.0,155.6519775390625
2017-08-15,162.1999969482422,160.13999938964844,160.66000366210938,161.60000610351562,29465500.0,157.3560333251953
2017-08-16,162.50999450683594,160.14999389648438,161.94000244140625,160.9499969482422,27671600.0,156.72308349609375
2017-08-17,160.7100067138672,157.83999633789062,160.52000427246094,157.86000061035156,27940600.0,153.71424865722656
2017-08-18,159.5,156.72000122070312,157.86000061035156,157.5,27428100.0,153.36370849609375
2017-08-21,157.88999938964844,155.11000061035156,157.5,157.2100067138672,26368500.0,153.08132934570312
2017-08-22,160.0,158.02000427246094,158.22999572753906,159.77999877929688,21604600.0,155.58383178710938
2017-08-23,160.47000122070312,158.8800048828125,159.07000732421875,159.97999572753906,19399100.0,155.778564453125
2017-08-24,160.74000549316406,158.5500030517578,160.42999267578125,159.27000427246094,19818900.0,155.0872039794922
2017-08-25,160.55999755859375,159.27000427246094,159.64999389648438,159.86000061035156,25480100.0,155.66171264648438
2017-08-28,162.0,159.92999267578125,160.13999938964844,161.47000122070312,25966000.0,157.2294464111328
2017-08-29,163.1199951171875,160.0,160.10000610351562,162.91000366210938,29516900.0,158.63162231445312
2017-08-30,163.88999938964844,162.61000061035156,163.8000030517578,163.35000610351562,27269600.0,159.06007385253906
2017-08-31,164.52000427246094,163.47999572753906,163.63999938964844,164.0,26785100.0,159.69297790527344
